label,Date,CValue
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-09-30,[-4.569e+09]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-12-31,[-5.04e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2005-03-31,[1.01e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2005-12-31,[34000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2006-03-31,[2.41e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2006-06-30,[-46000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2006-09-30,[-58000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-03-31,[1.37e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-06-30,[5.26e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-09-30,[-5.18e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2008-03-31,[78000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2009-03-31,[91000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2010-03-31,[84000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2011-03-31,[68000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2012-03-31,[31000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2004-12-31,[1.16e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2005-03-31,[1.199e+09]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2005-06-30,[-36000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2005-09-30,[31000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2006-03-31,[1.19e+09]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2006-06-30,[2.51e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2006-09-30,[6.03e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2006-12-31,[-1.51e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-03-31,[1.819e+09]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-06-30,[3.54e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-09-30,[-1.013e+09]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2007-12-31,[-1.9e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2008-03-31,[8.15e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2008-06-30,[-5.15e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2008-09-30,[-69000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2008-12-31,[-55000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2009-03-31,[1.87e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2009-09-30,[-1.23e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2010-03-31,[3.81e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2010-06-30,[-3.77e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2014-06-30,[1.25e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2014-09-30,[-1.25e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2015-06-30,[8.48e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2015-09-30,[-8.16e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2016-03-31,[1.01e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2016-06-30,[1.435e+09]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2016-09-30,[-1.488e+09]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2017-03-31,[1.32e+08]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2018-03-31,[57000000.]
Reporting bank's unused commitments to provide liquidity to other institutions' securitization structures,2018-06-30,[-51000000.]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2004-12-31,[1.559e+09]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2005-03-31,[2.482e+09]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2005-06-30,[2.1919e+10]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2005-09-30,[-1.551e+09]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2006-03-31,[2.1746e+10]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2007-03-31,[2.2128e+10]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2007-12-31,[1.869e+09]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2008-03-31,[2.7226e+10]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2008-06-30,[3.662e+09]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2008-09-30,[8.682e+09]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2008-12-31,[-1.987e+09]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2009-03-31,[3.6485e+10]
Assets sold with recourse or other seller-provided credit enhancements and not securitized by the reporting bank,2009-06-30,[-1.791e+09]
